clt_id,clt_tax_nb,clt_emp_1,clt_emp_2,clt_emp_3
427,4,,116727,41049
95,10,151919,,32681
1025,1,52833,,
1436,8,100534,,36129
1594,8,,,
56,8,,,15322
1087,5,,280443,
1212,7,,204331,14906
1143,2,158541,,31992
300,6,146941,,
1316,8,47528,,
1299,11,,122455,
97,9,,258913,
1131,2,130715,,
870,6,,226038,21560
1131,1,23335,,
1323,5,111124,,13358
244,5,,89893,11597
1295,11,119759,,
1189,1,,135433,
1218,8,110109,,
227,7,,142079,
184,1,115168,,
1207,1,27731,,35443
2,8,127007,,
408,9,51806,,
1467,6,192718,,6343
1459,8,,279015,
1085,1,,152436,
1537,10,77736,,41999
1098,7,63705,,31552
138,3,170836,,
1582,9,,248149,
1028,1,73887,,
140,9,92626,,
1604,9,,239331,32707
1052,1,146968,,
191,7,,170957,
550,10,,174606,
237,10,50476,,
284,1,,54583,15522
1285,10,,297883,14061
1416,1,67227,,
709,1,65683,,
799,1,121419,,
144,1,,,
1449,2,188123,,
635,1,162830,,33658
1562,12,113853,,
1111,12,80482,,29917
929,5,39006,,
1243,2,,,25372
905,8,48890,,
517,1,184772,,
286,9,,54399,
1292,2,87170,,18306
1583,10,24346,,
1299,10,,181962,
664,9,46441,,42567
1520,9,48603,,
408,1,52205,,
565,11,93560,,
1608,6,172885,,32177
356,11,134606,,11911
1217,2,155907,,
1045,5,111847,,
1450,8,,82179,
1352,1,98003,,
806,1,38961,,
1435,7,36823,,
845,1,108273,,24514
1461,1,44832,,
896,6,,222771,37004
827,9,,202491,
1347,5,34704,,
1314,8,177463,,30832
487,1,151837,,
1517,8,55072,,24668
1433,7,,251751,
661,7,,85489,
468,8,74384,,39918
733,4,17129,,
877,2,192787,,35091
977,6,,106194,
521,12,85130,,
982,10,128018,,
1226,2,49617,,
1512,3,,93052,24117
735,1,45562,,
78,6,77743,,
638,7,,,
1366,12,32145,,13093
1628,1,197234,,22890
716,4,164045,,29435
1324,2,175532,,31382
736,7,53125,,19943
1014,8,,228409,
1553,1,,,30133
647,6,195791,,25972
1363,11,99137,,27836
1379,3,,113296,
935,6,183314,,
1023,2,68093,,
919,12,36649,,10687
1315,12,133660,,
1337,4,169800,,
1449,3,199180,,
460,3,154040,,13651
173,2,157069,,40248
352,7,38436,,
1255,1,,224069,
102,1,,252295,18897
574,1,197609,,26464
582,7,190254,,
1347,4,167013,,
990,6,55019,,31243
545,5,105875,,
772,1,64920,,18902
1272,7,86829,,37706
591,3,89665,,
191,11,,184814,
168,8,138727,,
127,2,34890,,29167
663,2,189203,,
462,10,59270,,
1078,3,,55143,
921,7,21231,,40247
1549,11,86684,,6159
1076,7,191631,,
168,12,139598,,
1069,3,,248966,32855
1124,10,100207,,8942
531,8,,210145,37177
897,1,149769,,
844,5,,246243,
1136,2,184188,,30216
31,1,149045,,8898
991,7,,,28104
205,2,88572,,
1345,7,105470,,
302,2,,54815,
1273,1,,138319,
1306,12,,150960,36358
419,8,150958,,
221,12,136898,,
231,7,198565,,
51,8,199314,,32460
1338,1,,75293,
331,4,71500,,
1073,10,30649,,
90,5,98437,,40452
1047,12,78756,,25651
1244,1,77152,,
1256,6,174009,,42482
1341,7,87180,,37112
848,9,195475,,
362,9,131074,,
765,11,62464,,39820
991,4,,,5445
1179,10,172639,,
1401,11,,276667,20157
253,9,153849,,
817,1,32523,,
284,9,,68586,35198
774,7,111300,,
182,11,146837,,
57,11,,131045,43006
420,11,,276761,44934
763,8,79174,,
1130,7,,126770,
135,1,99709,,
807,7,24309,,
449,5,,,
41,7,24483,,
36,9,108287,,44408
307,2,93207,,38481
422,5,28250,,
989,7,,,43460
871,11,185525,,31562
1196,4,,,
960,12,130870,,
1280,1,,130353,
985,7,150639,,
929,1,86256,,
602,7,176076,,
1241,5,52859,,28424
706,11,124082,,
1000,11,80383,,24735
713,1,,227394,
1306,5,,216222,9794
573,4,,65246,21034
1061,6,54332,,
1613,1,121458,,27690
1433,1,,126378,
1503,12,63781,,5406
1424,3,59252,,11895
549,7,152845,,25298
1553,7,,,29694
187,1,92981,,
94,8,,70159,
1432,2,85455,,
784,4,,111941,
512,5,152605,,
1563,9,91160,,
1306,11,,174607,6818
106,8,,50029,
715,11,51184,,7696
1103,5,,61645,
884,2,101098,,42104
303,5,102436,,
286,12,,138257,
363,12,70982,,
635,7,159010,,36114
188,5,,116588,9092
759,11,62816,,
1021,12,59093,,12595
93,10,58758,,39636
1277,10,190320,,
784,10,,172590,
1,8,199547,,
192,4,61339,,34195
840,4,154569,,
1492,1,109990,,43881
322,8,182503,,24055
369,1,16287,,
1457,5,158619,,19318
549,9,52262,,9921
545,2,142751,,
603,9,130254,,36206
1089,9,95401,,
360,11,114212,,
260,9,21709,,42624
1167,8,191202,,
1547,1,125012,,13632
101,10,,237944,
1414,1,192157,,
1467,12,55942,,27589
1180,10,76568,,
748,8,74685,,
1213,10,,174090,5827
1297,8,,248838,9449
114,2,126551,,20383
1234,11,94110,,
1498,9,91647,,
1261,5,194209,,
846,1,137180,,
503,10,104725,,
1470,1,,192575,11694
474,8,120601,,
1360,1,18281,,
816,4,78737,,
826,1,104919,,39950
1202,10,179852,,
689,5,,136545,
760,1,,200870,18811
492,7,52127,,
1485,1,41129,,17717
131,9,135778,,
1536,4,,158859,25501
94,10,,238357,
854,7,53546,,43744
884,9,168329,,25517
960,1,184821,,
1483,7,131207,,
1339,12,61475,,43229
1412,4,46524,,
1175,6,85568,,
1019,6,45762,,
677,11,146313,,36208
1124,4,66568,,44524
652,1,192872,,8878
1025,7,80083,,
508,9,119629,,29618
810,9,53227,,
989,10,,,13627
1140,1,,242505,
991,10,,,9602
1182,1,,173385,
1221,12,179860,,12520
739,2,77770,,
1608,4,102903,,9695
339,7,54540,,
1016,1,123644,,
381,7,34253,,
336,12,196947,,
1281,1,192413,,
506,11,158607,,42427
1551,1,48903,,
1049,6,32215,,34565
1401,7,,79382,32725
1524,1,,179724,20888
508,5,159853,,14502
1461,5,87409,,
1440,1,,,
1265,2,191296,,
289,10,60146,,
791,10,188325,,
1257,5,132934,,
1197,1,115081,,
1205,1,191495,,
721,8,79730,,
1339,7,33049,,22680
333,9,183094,,
554,5,138937,,
259,11,93731,,
484,5,,211394,
810,6,118225,,
451,4,61779,,40326
423,7,168687,,
1459,9,,222193,
310,2,,217517,36430
43,1,148783,,
1239,11,93039,,
506,1,192943,,22420
191,4,,129756,
1448,1,64242,,41412
514,3,,186780,
1183,8,,82234,
604,6,91704,,
1321,3,,261471,
219,1,150736,,
427,5,,172725,9050
380,3,,,17713
1498,6,33586,,
870,1,,262301,44337
1365,6,,172691,21178
786,5,86562,,18622
869,9,33181,,
489,7,156091,,5855
359,1,135699,,
943,12,,,
100,7,,73608,
360,10,41201,,
140,11,161142,,
739,8,196084,,
405,8,74525,,30997
193,4,39432,,
1406,4,120937,,
1434,1,48729,,
539,7,56033,,6475
607,3,178812,,
324,3,75065,,5973
30,8,126418,,
404,5,118048,,
848,1,117463,,
523,12,173905,,
440,1,78110,,
74,4,185867,,
480,4,,269531,22074
1512,9,,129673,23807
133,7,,138196,13102
1167,7,102952,,
1481,2,,216313,26322
1230,11,195781,,
1031,11,118310,,
50,9,81869,,42365
950,6,,297254,41946
1580,1,,207901,9840
917,4,116842,,35902
1047,8,92565,,9428
690,3,108672,,
98,10,143122,,
971,1,110424,,
65,10,73197,,
1106,4,113708,,
1035,9,84708,,38214
385,6,31245,,
1001,3,34632,,
1410,6,82538,,16898
913,6,155870,,
297,1,,113398,
888,1,192295,,23594
239,2,150491,,
827,4,,131516,
687,2,195755,,12244
1624,1,139459,,
568,12,103364,,
355,1,42734,,7038
312,7,16299,,33580
1370,4,101280,,
1321,12,,258126,
338,7,136911,,28484
365,7,188341,,
1286,8,115935,,31542
1200,2,29659,,9627
647,10,108251,,15765
392,8,110285,,
1603,7,,172081,
1547,7,84023,,13211
511,8,,115922,
1449,4,16184,,
355,3,139455,,29852
1006,7,197350,,
381,5,73595,,
543,1,86949,,
85,3,178763,,17598
888,8,135400,,41423
767,6,128845,,
1076,3,81847,,
1117,1,111708,,
1565,2,15860,,
401,1,,,40275
708,4,117358,,
1259,1,180420,,30577
947,10,61213,,
1546,9,,137298,10096
1495,2,120967,,
10,1,129557,,
295,6,16834,,39794
1113,8,172019,,
600,9,188340,,
391,4,26375,,30283
463,3,92579,,
672,9,114223,,
365,8,190364,,
748,1,69331,,
414,2,162098,,
438,1,133812,,
207,3,,,38543
1294,11,,260871,36615
518,6,113396,,15259
1630,5,173375,,
127,11,145208,,23544
349,7,,126354,16148
1337,6,123860,,
1019,8,31562,,
279,7,44086,,5843
1560,5,116400,,18888
399,4,162209,,
266,11,,290506,
155,5,159694,,
416,1,195272,,
1065,6,160468,,
1417,6,97953,,
118,11,135525,,
914,10,,107803,18523
1629,1,124833,,
76,9,37873,,12370
1601,9,,66801,38201
973,11,35534,,42109
449,8,,,
628,12,,69786,
1342,1,,224890,
1415,9,107823,,
473,10,15857,,11028
850,2,,,
444,3,,106411,
79,1,197003,,10264
247,9,97330,,
776,12,149101,,
1614,6,126338,,
649,5,,227592,39661
673,6,,242935,
382,4,75347,,
1623,1,37280,,
465,12,156710,,18876
1408,1,190305,,24736
1430,12,196107,,
183,1,94871,,35397
1112,4,62421,,22760
456,9,25858,,19482
1147,1,106643,,13509
1623,5,103093,,
1587,11,,259505,
1615,1,,256778,
317,5,,176190,
1294,8,,168358,31441
1249,10,154787,,
1136,7,44351,,39856
1200,12,125385,,43788
1627,9,177965,,
812,11,55531,,
130,11,33946,,
514,9,,268757,
678,1,104209,,
870,8,,73427,41665
1520,1,56386,,
425,7,140321,,
746,10,,72196,13675
1124,8,139325,,44212
593,4,162454,,5545
266,7,,45859,
383,7,55410,,
1207,6,19769,,42860
607,1,85933,,
743,8,167032,,27565
1202,12,87064,,
259,1,40066,,
428,7,52625,,44235
1627,3,110932,,
92,1,67107,,
221,9,46368,,
66,4,15596,,
161,1,103900,,23676
1371,9,99853,,12537
917,9,51508,,39709
19,8,112889,,
1472,4,134797,,31849
47,1,25257,,44719
856,1,195859,,
344,9,159705,,
1073,8,76608,,
27,3,57584,,
1340,5,126467,,39982
1213,4,,116392,38382
982,5,59696,,
1440,3,,,
248,12,75237,,
329,6,117971,,17912
1269,2,178759,,
1,5,70151,,
1062,2,178660,,27696
586,1,53681,,
768,1,149505,,
222,1,87815,,
705,3,132240,,
1582,3,,67841,
1213,3,,117869,36844
1152,12,,,19624
709,11,189705,,
1119,8,79147,,
1626,9,,,25256
661,1,,184886,
786,7,187138,,35928
1463,10,30501,,42568
190,8,145589,,
950,4,,124987,21781
367,5,54057,,42101
773,3,126055,,
686,4,145968,,
523,10,167810,,
410,1,,165235,
1065,12,16050,,
1364,5,122177,,
696,1,,66857,
1300,11,190924,,31403
1214,7,63929,,
110,1,130557,,
956,2,95124,,
1561,11,,166849,
259,3,162560,,
786,8,68052,,18651
1314,11,194237,,8976
1079,1,135314,,
1155,8,162722,,
491,1,53113,,6047
869,11,48961,,
1079,7,171979,,
12,6,93104,,17376
131,11,87302,,
14,6,57693,,
64,5,,188313,41406
309,7,122044,,
468,1,98978,,29203
931,10,17133,,
332,4,,205512,
424,1,153168,,
236,4,121059,,21509
684,1,119632,,37426
1044,3,167193,,22618
455,3,132864,,30956
649,1,,137632,15912
42,5,145122,,44600
1182,3,,126764,
1386,9,85113,,
593,9,100963,,28467
518,1,140300,,17446
1329,9,96539,,
564,1,,196464,
1164,12,175792,,29059
124,1,46318,,21335
205,8,63787,,
942,12,162999,,
23,1,105737,,34568
1184,1,55816,,
681,8,160785,,
856,2,53813,,
305,6,162298,,
1286,1,73968,,44479
653,7,64232,,5771
273,1,64458,,17866
436,7,,,
782,12,166444,,
1554,1,,292801,12206
1630,3,131484,,
1616,12,,,
350,1,136224,,
1288,1,173373,,37885
638,12,,,
1320,11,,105115,
883,1,74555,,
1244,5,167423,,
269,6,135534,,
1531,1,145387,,20219
727,4,45382,,
1094,1,66193,,
26,2,,268423,8332
124,7,83927,,10891
1473,1,143311,,25910
601,3,25829,,
75,10,,174981,
1373,5,50059,,43548
853,1,116066,,
343,5,,48182,
1417,10,190540,,
1477,1,188575,,
125,1,,173138,
634,4,116652,,
326,7,104151,,
204,6,137089,,42822
529,11,92169,,18890
1599,7,,254156,
158,5,37475,,
134,4,50467,,
502,1,,,
197,5,147880,,
969,3,,157566,38680
734,12,,138349,
991,2,,,10721
1449,1,87250,,
65,6,44998,,
395,10,158869,,11974
509,12,,,7122
1139,1,38085,,10725
702,1,,131010,16845
1122,1,101559,,
303,11,176280,,
1575,10,,249283,27208
252,4,157903,,31584
879,1,130939,,
442,11,,247825,
342,3,66055,,
1132,1,,187475,
874,11,197652,,
670,1,75697,,
761,9,,289364,
1323,12,15441,,15549
186,2,96546,,
864,12,22904,,41244
1178,10,179247,,
1089,1,158837,,
890,1,184226,,
958,7,88136,,
185,6,34311,,43173
1237,10,104834,,5922
952,4,148860,,
266,3,,209954,
815,1,45422,,
1120,1,43038,,22489
277,1,,118852,
1132,9,,195655,
487,2,31931,,
1521,6,102600,,22601
1478,10,189317,,
52,6,83182,,29858
1293,12,146899,,
860,5,,120743,
31,8,17740,,15064
1245,6,86197,,
706,10,122479,,
897,2,44482,,
309,1,171251,,
436,11,,,
764,8,,136003,40739
374,11,19467,,
198,6,,154946,
197,1,30256,,
889,6,165478,,
788,8,,204455,
449,1,,,
201,1,,84604,
878,7,174705,,
888,2,70822,,8016
831,3,45857,,10155
1169,4,134211,,41448
828,7,50012,,
1491,1,,123954,
939,1,67325,,
503,1,106248,,
692,12,32230,,
1503,8,15898,,35345
185,3,176541,,14392
167,2,85926,,6036
1212,4,,151886,9399
1421,3,57744,,
91,6,,239507,
55,10,58246,,19386
810,12,88781,,
972,6,169906,,
1531,6,67622,,11547
71,7,35313,,16722
625,8,,283945,
1247,6,41272,,
660,1,117341,,
883,9,186659,,
502,3,,,
1292,1,27294,,41110
1158,1,,83049,25336
834,2,146534,,
1035,5,132825,,19861
758,7,42825,,32375
1604,8,,144092,8931
113,11,170340,,
658,4,163219,,21737
1144,2,160598,,
1281,3,181177,,
486,4,69466,,
1552,11,85767,,12628
165,11,,,
966,7,,230451,
601,7,179993,,
934,12,,158114,
1239,2,179258,,
1475,2,37584,,26717
473,11,63589,,19571
567,9,160255,,
635,9,130114,,12892
1607,10,156013,,7121
420,1,,208545,7761
832,1,133497,,20734
706,5,185470,,
847,5,,234460,35125
11,2,29630,,33634
1479,5,168971,,19491
750,6,174517,,
1194,8,21502,,
1292,7,157302,,23633
527,6,147035,,
933,8,193939,,
1554,3,,112117,9469
1539,8,191099,,
291,3,108627,,
224,1,,209854,38984
1249,3,28220,,
1512,8,,175731,39046
649,2,,119915,23562
522,5,187665,,
1115,2,143916,,15833
682,7,56898,,17844
275,1,140714,,
85,1,175411,,38007
1595,11,79831,,29642
380,1,,,27139
816,1,149243,,
1321,1,,199904,
116,9,88223,,34840
552,7,32587,,16164
579,3,70579,,
1382,7,,206222,
40,3,93984,,
1239,10,153749,,
923,1,15459,,41992
780,1,52120,,
1017,10,44306,,
769,1,36610,,25920
397,1,107932,,
1406,5,179376,,
207,6,,,10949
1062,1,104722,,8374
974,10,108050,,18688
1332,1,137962,,14930
440,2,128015,,
891,1,153611,,
347,12,57422,,42428
842,1,,,8761
773,6,118384,,
510,4,,193083,30309
917,10,148401,,25352
1321,2,,161004,
1330,2,141529,,22853
1576,2,,244857,
715,5,78741,,35974
804,5,124373,,13105
205,9,140070,,
217,4,164158,,9307
1003,8,145752,,
770,7,57406,,24968
1011,1,103269,,
1243,8,,,34826
271,6,,,
1623,10,62872,,
1409,2,93619,,
340,4,125340,,21536
1269,11,133104,,
942,9,52974,,
1070,12,27192,,
394,2,171578,,7465
999,9,180817,,
1262,12,26672,,
248,2,128642,,
1563,12,171186,,
1470,12,,213071,39065
1554,5,,276216,7525
97,12,,81623,
1473,6,32323,,41734
258,5,132668,,
1187,12,,183953,38602
481,7,98909,,
130,7,164836,,
541,3,53867,,
1148,6,,177133,9171
389,1,196910,,6293
1477,10,66890,,
322,11,43821,,28878
868,7,60717,,
1267,1,17946,,36146
1082,9,146995,,12914
1173,8,54440,,
554,11,155911,,
1447,1,30037,,
1565,6,51676,,
1276,10,116993,,
552,11,22533,,10516
1509,7,75603,,6201
625,9,,69476,
422,7,104388,,
84,1,,110945,8666
1101,4,90727,,41225
917,1,81438,,23186
980,12,149047,,43316
1310,11,,79010,
1145,3,83314,,
1315,10,102711,,
1418,11,139081,,
1099,1,199079,,
1499,3,159895,,31496
1472,5,40192,,27361
114,7,35753,,14046
102,2,,88695,25090
514,10,,117077,
543,5,139111,,
1326,12,38785,,30967
1565,12,55534,,
645,11,31024,,13986
1007,5,85841,,16068
1192,11,165550,,
1108,11,,220285,
740,5,159897,,
1218,12,59170,,
827,1,,173691,
1335,1,85297,,44957
1331,12,166197,,
199,1,127799,,
532,12,54497,,35475
622,8,77373,,
1192,2,137458,,
547,1,,234261,29571
312,9,45172,,31595
417,5,41119,,30592
1036,9,132650,,5437
224,9,,246130,21460
1554,11,,298652,9542
996,12,,275725,
858,4,171409,,
973,2,69931,,7854
349,6,,201476,34977
707,1,42011,,31713
40,10,196005,,
1574,8,112097,,
438,3,21761,,
700,1,,125338,
809,1,77473,,
802,4,84589,,
288,1,48829,,34045
309,6,48915,,
89,2,,,19643
439,8,38084,,7064
872,7,,,
284,5,,233410,21645
159,1,134572,,
1050,4,192479,,35793
671,4,92764,,
160,5,,241253,23675
229,4,40918,,38738
465,8,77512,,22514
593,8,51846,,41391
153,12,,111411,
876,8,,251160,
917,5,111429,,38880
1337,5,133345,,
999,11,116432,,
1131,7,67060,,
1381,1,124729,,
1260,12,83821,,38388
932,1,,117676,44914
965,1,113641,,20091
1471,10,17488,,27911
876,7,,289155,
294,5,113036,,
1596,10,162264,,19786
59,3,99177,,
182,12,190993,,
1543,12,24264,,
720,4,37100,,11862
687,1,183159,,37270
890,2,189641,,
634,3,75835,,
811,8,,,42035
1629,6,82669,,
824,5,29102,,7284
150,4,28784,,37589
1259,3,124662,,16674
1059,5,,184564,20031
1111,1,105641,,16664
738,8,133770,,
570,6,22311,,
421,8,160933,,
315,12,59126,,
1465,12,,129257,15619
1138,5,,67992,
636,5,,,31043
1630,1,118503,,
379,11,63777,,
711,1,,178315,31298
1521,9,129702,,22556
251,7,88744,,41401
238,1,29584,,
645,6,31088,,31921
1622,2,,57151,13133
728,8,92426,,
498,12,,,
1387,4,,,12831
1042,6,133441,,
1035,1,188513,,38233
664,5,106666,,44809
1160,6,,159034,19510
914,2,,263887,20357
1414,3,78618,,
1494,1,168098,,31179
1155,4,112305,,
423,8,144464,,
97,4,,269893,
1036,1,21190,,32404
1237,2,171279,,23859
265,9,72351,,34933
1286,10,90571,,18945
139,1,188815,,35873
1594,1,,,
1078,9,,93930,
1259,6,41006,,21233
715,9,74085,,27203
1561,7,,45695,
970,6,174479,,
567,11,145300,,
510,8,,271600,28868
334,9,166028,,43950
680,5,,,
70,1,143905,,25259
1027,5,,,
1261,12,45174,,
479,2,,143790,
1603,6,,110692,
77,1,144668,,
690,8,126815,,
1163,1,22773,,
437,10,79917,,6904
453,9,143183,,8060
185,8,171242,,10784
1605,10,49265,,
163,8,131880,,
862,3,108124,,
241,4,114785,,
850,11,,,
61,3,,145990,
330,9,,111550,33129
389,5,37258,,31025
807,1,39765,,
1044,8,89469,,37816
1481,5,,295416,44430
458,1,,201452,23390
911,6,115541,,36012
999,1,28612,,
112,2,198171,,23622
811,12,,,11795
1343,1,101519,,
561,4,136668,,
1094,8,27143,,
578,10,28773,,
1049,5,76941,,8907
679,2,77063,,32890
1452,12,173700,,
988,6,,232671,
1027,2,,,
816,6,131972,,
1203,8,78530,,
1342,4,,261745,
261,1,,,42029
1273,10,,168362,
216,1,90826,,8613
101,9,,222794,
978,4,86671,,34555
260,5,74532,,37271
705,12,71061,,
345,10,92997,,
445,7,154353,,
1263,11,80578,,
485,1,199613,,42706
148,1,21642,,
296,1,119415,,41833
778,11,,268729,13339
748,9,177843,,
705,11,168473,,
281,1,63293,,35858
410,3,,216709,
1341,12,104750,,17785
1610,3,30160,,
1512,12,,49009,6745
300,7,133527,,
328,7,23802,,
613,1,,273993,
1164,11,194823,,39705
497,5,161584,,
866,8,93375,,40924
334,1,161465,,8771
342,1,169929,,
862,1,190438,,
1196,11,,,
101,5,,279490,
1539,12,125283,,
331,12,196033,,
723,1,138291,,
1136,4,19470,,16097
425,4,32475,,
553,11,149330,,
374,9,58454,,
956,8,17332,,
934,2,,64220,
410,7,,246646,
836,2,138544,,
1102,12,,,
1025,8,169895,,
662,1,181966,,
1158,4,,125556,37123
165,1,,,
1277,9,136347,,
65,2,158248,,
1150,4,151774,,
621,3,88211,,
849,1,186729,,34739
586,8,36551,,
325,4,,299872,
1251,1,199994,,42143
555,5,,217278,
428,4,39525,,28856
1233,3,,,
761,6,,171708,
231,4,148589,,
76,12,176337,,32318
388,9,187789,,
390,5,50532,,6250
854,3,129593,,14313
1262,3,40372,,
138,4,143640,,
93,5,169181,,36107
956,12,102018,,
661,6,,109538,
1433,4,,138260,
1093,1,102740,,19384
1503,4,29631,,22091
888,9,96212,,31924
1070,8,37095,,
238,10,127410,,
1420,4,93142,,20153
1226,5,80353,,
1529,4,,158544,
1069,12,,194923,39558
1463,12,184961,,27772
697,8,,65759,
1203,11,88229,,
1536,7,,96046,5531
676,12,163798,,22377
820,12,,124541,15830
1499,1,25423,,21972
966,8,,106152,
1495,1,196252,,
176,5,151095,,
865,4,92699,,
1230,10,33426,,
1623,12,57561,,
470,3,,219052,
1014,4,,65278,
171,2,108085,,23026
824,3,18931,,38124
984,1,,126743,
1098,4,102349,,11708
345,11,120564,,
753,7,133680,,28081
551,7,141795,,
90,1,177884,,6206
1076,12,146312,,
1608,11,153282,,9416
282,7,,208031,
24,8,28290,,
1101,2,94697,,19241
604,1,88617,,
977,1,,90297,
138,1,172684,,
886,11,97232,,27356
961,3,99895,,
1213,6,,275508,15233
649,6,,76578,14226
1198,2,102651,,
607,4,147214,,
501,1,156507,,
1396,6,123805,,38073
714,2,,265486,7897
1264,1,29139,,
1076,10,62224,,
306,1,69590,,
1511,7,32384,,30474
1540,12,42861,,13099
278,4,174188,,
50,6,112018,,14855
7,3,35723,,
891,9,165627,,
1336,3,153006,,42270
716,12,62979,,43368
476,4,170959,,
516,7,192274,,
741,1,92507,,27564
366,4,,139755,
487,6,129294,,
734,9,,131679,
953,4,126531,,
518,12,152429,,9281
859,11,153013,,
12,1,156780,,26449
1373,11,189737,,32862
1279,10,,190225,
304,7,123228,,
522,1,99674,,
1245,12,95958,,
320,1,87751,,39787
1085,12,,161831,
1531,7,171328,,32571
628,7,,96523,
755,11,161237,,22941
71,10,90659,,38556
714,9,,187440,7464
807,3,128750,,
662,6,85903,,
188,3,,125400,25471
774,1,126761,,
658,6,153730,,26909
245,5,,186983,
1511,3,114399,,37680
46,3,184248,,
208,10,193993,,
1109,4,161653,,35389
453,12,37393,,5721
774,3,43095,,
836,1,171865,,
888,11,167757,,36656
491,9,190162,,31894
124,9,143025,,11577
836,4,139157,,
1542,1,160756,,
1472,2,83778,,29159
1339,3,68069,,18920
595,6,90236,,8786
1576,7,,70545,
213,2,171809,,19929
1430,4,96623,,
655,9,152786,,
40,7,108611,,
1115,6,65288,,13674
1136,8,134149,,35901
569,10,135491,,
118,10,43448,,
74,2,141161,,
1625,10,,,20775
79,7,115581,,7012
101,2,,108412,
869,1,36483,,
1182,7,,212950,
1396,5,67725,,11796
942,1,121347,,
1428,8,,,9192
295,1,47468,,33812
29,1,,,34035
276,5,188416,,20858
280,7,40265,,
450,4,26552,,
217,2,65381,,28844
947,12,77778,,
1319,10,105578,,18255
1192,12,192081,,
550,1,,247225,
1364,8,159885,,
1359,8,124776,,16851
186,11,147301,,
1430,2,34287,,
1011,9,182673,,
565,6,51696,,
24,7,113746,,
884,8,50390,,35764
717,4,15198,,40539
695,6,160992,,36415
234,6,129442,,
1465,11,,167901,21239
40,5,179698,,
556,11,21987,,
131,10,163788,,
1095,1,,206943,12879
1352,4,111306,,
718,3,144285,,
1604,1,,205184,11426
9,10,,273152,33839
581,1,,139218,
1536,1,,235401,29823
139,7,79450,,27650
905,1,121770,,
274,1,125979,,24510
906,3,,293452,
1387,9,,,44147
265,8,190071,,28654
286,1,,233875,
600,6,188521,,
478,6,155660,,27445
649,12,,273624,37591
661,8,,213830,
59,6,64470,,
513,6,,46310,
639,1,115842,,12682
304,5,42507,,
434,12,93454,,
1371,3,136656,,7356
555,1,,62456,
1611,9,30340,,
330,1,,114227,18295
264,2,135157,,
354,2,,185752,33935
982,11,130837,,
364,1,185194,,26284
597,7,124047,,8510
1185,1,,175910,
864,1,17457,,34310
631,2,36062,,
347,11,101921,,24113
1483,9,176519,,
302,5,,129961,
1490,1,127542,,
684,3,151367,,24010
130,4,188693,,
321,5,118523,,
374,4,56525,,
1572,9,,,
375,1,57088,,34653
1012,8,48473,,
63,1,,126402,
769,6,18146,,36705
465,2,136349,,19806
98,1,19254,,
1132,3,,182026,
388,5,121004,,
1504,1,68315,,
374,6,167404,,
461,3,103949,,36481
806,9,107714,,
743,5,131171,,17664
940,1,,51536,
1512,11,,204250,37169
306,4,98226,,
464,3,64761,,41642
219,12,171915,,
543,3,19222,,
248,5,146062,,
394,11,28854,,21015
1634,1,,100644,
1085,5,,183400,
1060,1,131645,,
367,6,39594,,15505
11,1,133992,,35586
1127,1,183539,,37154
55,7,40294,,21605
326,3,162440,,
1402,10,24979,,
819,5,37060,,
929,3,137429,,
727,3,151223,,
507,9,107629,,
1281,12,179744,,
1253,1,21610,,37041
221,10,115490,,
1202,4,138097,,
21,12,164646,,
1031,8,113046,,
750,12,66479,,
1118,6,126482,,
578,1,109519,,
855,1,31189,,
636,10,,,40165
1574,6,41431,,
391,8,110044,,12609
1575,7,,258880,24028
1152,7,,,13714
840,10,156980,,
566,7,117637,,
1153,5,,209352,
1481,3,,276920,38964
834,9,114565,,
1315,5,49571,,
1560,7,191805,,21362
38,2,170491,,
1092,5,170145,,25251
1355,4,81693,,16326
1489,10,39325,,34712
1525,9,,102381,
282,3,,251647,
693,3,86805,,28742
258,8,117460,,
1232,3,135781,,
464,1,192948,,23261
521,5,53707,,
1279,1,,220283,
1526,1,,48307,
1167,12,166572,,
1294,2,,257475,30676
743,1,67531,,31733
846,8,37494,,
458,8,,142807,7470
178,11,,172931,
537,12,,,43310
190,6,164640,,
1049,9,116467,,5274
1129,1,130250,,15570
21,11,51313,,
835,5,,,31719
785,7,163506,,
106,11,,245876,
136,6,198195,,
912,1,41585,,
911,3,113602,,12629
242,10,195500,,22946
1320,7,,177572,
403,1,26171,,11337
1007,1,67151,,13053
665,4,74149,,
1117,11,116924,,
1587,7,,94217,
409,6,91953,,
78,11,64777,,
777,9,157759,,
387,1,141750,,
901,1,94464,,
71,4,194821,,8736
523,2,79798,,
1233,7,,,
1356,7,140692,,
236,8,180025,,9463
883,2,182487,,
1047,6,130011,,16951
1188,10,167777,,10015
918,8,,,19400
72,1,150857,,
722,8,177225,,
617,3,40718,,19550
435,7,81834,,
1285,4,,210590,35680
698,8,108646,,
1073,12,192582,,
609,6,,130596,10368
1422,9,176107,,
1595,8,145696,,10708
95,4,171347,,31344
309,8,76053,,
182,9,50616,,
1522,6,,168345,42711
223,7,141113,,
445,3,38948,,
66,2,116564,,
408,4,83620,,
1126,12,117249,,31771
1552,5,191920,,5824
399,5,68598,,
218,1,127452,,
636,9,,,39882
1504,5,133220,,
1115,1,93702,,10805
1604,11,,141897,8792
774,6,53989,,
456,8,187028,,17816
1610,8,96203,,
9,8,,274135,33505
